title_ar,description_ar,pages,published_year,author_name_ar,author_slug,genre,cover,isbn
وجيعتنا يلا نزقف,None,,,محمد توفيق القباني,محمد-توفيق-القباني,فنون وثقافة, غلاف عادي,
تاجر البندقية مسرحية في خمسة فصول,None,,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف كرتوني,
التجديد في النص المسرحي,تميزت النصوص المسرحية منذ بدايات ظهورها بكونها أداة جيدة لحمل مختلف الأفكار والانفعالات والمشاعر، فهي كأي خطاب فكري تنبع من ذات إنسانية وتحمل في ط ياتها رسالة تلك الذات بما يُراد إيصاله للآخرين، فالكاتب المسرحي حين يبدع فنه يعمل على إنتاج أو الصور الحياتية عرضياتها رسالة تلك الذات بما يُراد إيصاله للآخرين، فالكاتب المسرحي حين يبدع فنه يعمل على إنتاج أو الصور الحياتية,,,عيسى علي,عيسى-علي,فنون وثقافة, غلاف عادي,
دراسات في النقد المسرحي والأدب المقارن,None,,,محمد زكي العشماوي,محمد-زكي-العشماوي,فنون وثقافة, غلاف كرتوني,
مقاربات نقدية في الخطاب الدرامي السينماتوغرافي,الثقافة فعل تراكمي ينمو ويكبر مع مرور الوقت ليتم نضجه وقد اثرت جمع بعض مقالاتي الاكاديمية التى نشرت في الصحف والمجلات العراقية كذلك بعض بحوثي التى كنت اقدمها الى اساتذتي اثناء مرحلة الدراسات العليا . عرضكنت اقدمها الى اساتذتي اثناء مرحلة الدراسات العليا .,,,علاء مشذوب,علاء-مشذوب,فنون وثقافة, غلاف ورقي,
فتى العرب,هذا العمل المسرحي بالرغم من بُعده الزمني، ما هو إلاّ امتداد لحركة تواصليّة مع الحاضر الذي ما زال يحاصرنا برياح التسلُّط والقمع والاستبداد والظلم و القهر والمكايد، والحروب على أنواعها، من حروب الحديد والنار إلى حروب المصالح التي هي من أشرس أنواعها، والتي ما زالت تحاكي كل زمن ينزف دماً، دفاعاً عن الحق، والحرية والسلام. فالكاتب حبيب صادق في عمله هذا يحاول أن يمنع الماضي من القدوم، فإنّ المشكلة الإنسانية التي برزت أبعادها في هذا العمل، تركّزت في تقليص المسافة بين الفكرة والعمل، وبين الأمنية والتطبيق، أراد ليده أن تفكّر بالنيابة عن عقله، أراد لكلماته أن تصرخ في وجه القاهر المستبد الذي يمشي في الزمان ليشكّل من الأمكنة التاريخية مسرحاً لأهوائه النهمة، جاعلاً من الناس دمىً يتلاعب بها لينتشي بسماع صوت الألم. فكان هذا العمل محاولة متواضعة منه للإسهام في نشر الوعي العربي، وحثّ الإنسان على التمرُّد في وجه الظلم والظالمين، والجهاد حتى الشهادة في سبيل الحق الذي ما زلنا نبحث عنه في أقبية هذا الزمن، حتى استعبدتنا الحرية سعياً وراءها. عرضالقهر والمكايد، والحروب على أنواعها، من حروب الحديد والنار إلى حروب المصالح التي هي من أشرس أنواعها، والتي ما زالت تحاكي كل زمن ينزف دماً، دفاعاً عن الحق، والحرية والسلام. فالكاتب حبيب صادق في عمله هذا يحاول أن يمنع الماضي من القدوم، فإنّ المشكلة الإنسانية التي برزت أبعادها في هذا العمل، تركّزت في تقليص المسافة بين الفكرة والعمل، وبين الأمنية والتطبيق، أراد ليده أن تفكّر بالنيابة عن عقله، أراد لكلماته أن تصرخ في وجه القاهر المستبد الذي يمشي في الزمان ليشكّل من الأمكنة التاريخية مسرحاً لأهوائه النهمة، جاعلاً من الناس دمىً يتلاعب بها لينتشي بسماع صوت الألم. فكان هذا العمل محاولة متواضعة منه للإسهام في نشر الوعي العربي، وحثّ الإنسان على التمرُّد في وجه الظلم والظالمين، والجهاد حتى الشهادة في سبيل الحق الذي ما زلنا نبحث عنه في أقبية هذا الزمن، حتى استعبدتنا الحرية سعياً وراءها.,,,حبيب صادق,حبيب-صادق,فنون وثقافة, غلاف عادي,
عطيل مسرحية في خمسة فصول,None,,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف ورقي,
السلاحف,صحيح أن الكون إحساس، ولكن الحقيقة جافة، رقمية، جامدة، بجمود الحائط الذي نرتطم به كلما حاولنا مواجهتها والاقتراب منها. أنا أردت أن أواجه ه ذا الحائط، فدخلت فيه وتحطمت!! أستيقظ الآن استيقاظ مرّ، بمرارة عدمية كل الأشياء بعد الإجهاض!! عدمية الضمّ لإنسان غائ عرضذا الحائط، فدخلت فيه وتحطمت!! أستيقظ الآن استيقاظ مرّ، بمرارة عدمية كل الأشياء بعد الإجهاض!! عدمية الضمّ لإنسان غائ,,,نادية كريت,نادية-كريت,فنون وثقافة, غلاف عادي,
ماذا بعد الحرب الثالثة,None,,,محمد سلامة جبر,محمد-سلامة-جبر,فنون وثقافة, غلاف عادي,
ميلاد النخلة,None,,,شوقي عبد الأمير,شوقي-عبد-الأمير,فنون وثقافة, غلاف عادي,
ايسخليوس,None,,,ايليا حاوي,ايليا-حاوي,فنون وثقافة, غلاف ورقي,
الإنتاج المسرحي العربي وآلياته,سلسلة أبحاث وتجارب هي مجموعة إصدارات فكرية دورية تعتى بأبحاث المسرح وتجاربه الجديدة العملية والتجريبية  عرض,,,مجموعة من المؤلفين,مجموعة-من-المؤلفين,فنون وثقافة, غلاف عادي,
رحلة العطش,None,,,الحق الزروالي,الحق-الزروالي,فنون وثقافة, غلاف عادي,
5 تجارب مسرحية من البحرين,"هذه خمس تجارب في التأليف المسرحي، لخمسة من كتاب البحرين، يجمع بينها هاجس التجديد بطريقة أو بأخرى.وهي تشكل محاولة لتأصيل النص المسرحي كعمود فقري في الحركة المسرحية في البحرين، شأنها في ذلك شأن أي حركة مسرحية في أي ثقافة من الثقافات الإنسانية.يمكن اعتبار (البرهامة) لعلي الشرقاوي إضافة جميلة ونقلة نوعية للحركة المسرحية، وهي محاولة ناجحة لكتابة مأساة محلية.ويقول خلف أحمد خلف مؤلف (هواجس العمر)، ضمن إقرار ملحق بالنص، ""جاءت نهاية المسرحية مفتوحة لتشكل دعوة لتعدد مستويات قراءة النص وتعدد صيغ التعامل معه وفق آفاق أرحب وأكثر تنوعاً من الاجتهادات المطلوبة.ويستمد أمين صالح نصه (حيدر) من دراسة نفسية لشخصية فصامية قدمتها باحثة عربية، وهو نص سيحتاج إلى مخرج يمتلك من الموهبة والإبداع الشيء الكثير.لماذا اختار عيسى الحمر (الوعول) عنواناً لتجربته الغربية؟ فللوعول أكثر من دلالة، فهي تعني الرجال الشرفاء كما تعني التيوس البرية، إن الإيحاءات التي يبثها النص جريئة، وقد جاءت مونولوجات المرأة في تعطشها للحب في صورة أخاذة ولغة لا تنقصها الشاعرية. عرضفقري في الحركة المسرحية في البحرين، شأنها في ذلك شأن أي حركة مسرحية في أي ثقافة من الثقافات الإنسانية.يمكن اعتبار (البرهامة) لعلي الشرقاوي إضافة جميلة ونقلة نوعية للحركة المسرحية، وهي محاولة ناجحة لكتابة مأساة محلية.ويقول خلف أحمد خلف مؤلف (هواجس العمر)، ضمن إقرار ملحق بالنص، ""جاءت نهاية المسرحية مفتوحة لتشكل دعوة لتعدد مستويات قراءة النص وتعدد صيغ التعامل معه وفق آفاق أرحب وأكثر تنوعاً من الاجتهادات المطلوبة.ويستمد أمين صالح نصه (حيدر) من دراسة نفسية لشخصية فصامية قدمتها باحثة عربية، وهو نص سيحتاج إلى مخرج يمتلك من الموهبة والإبداع الشيء الكثير.لماذا اختار عيسى الحمر (الوعول) عنواناً لتجربته الغربية؟ فللوعول أكثر من دلالة، فهي تعني الرجال الشرفاء كما تعني التيوس البرية، إن الإيحاءات التي يبثها النص جريئة، وقد جاءت مونولوجات المرأة في تعطشها للحب في صورة أخاذة ولغة لا تنقصها الشاعرية.",,,لا يوجد,لا-يوجد,فنون وثقافة, غلاف عادي,
الصوت المسافر نقيق الضفادع,None,,,يحيى الخواجة,يحيى-الخواجة,فنون وثقافة, غلاف عادي,
المسرح اللبناني في نصف قرن، 1900-1950,None,,,محمد كريم,محمد-كريم,فنون وثقافة, غلاف ورقي,
إلعب.. وقول الستر,"""وما دام لا زايد ولا ناقص ليش أنا هالشكل؟.. أنا أكيد شي فيني.. أكيد ما حد يفكر في هالسالفه، وبالشكل اللى أفكر فيه، آلا أنا.. كلما أرجع البيت في ال ليل.. أسكر على روحي الباب وأمسك مفتاحي المدلدل على صدري اقلبه يمين.. اقلبه شمال ومن زود ما أقلبه، أشوفه عرضليل.. أسكر على روحي الباب وأمسك مفتاحي المدلدل على صدري... اقلبه يمين.. اقلبه شمال... ومن زود ما أقلبه، أشوفه",,,أحمد ثاني,أحمد-ثاني,فنون وثقافة, غلاف ورقي,
لودفيغ,"للكاتب أسيد بسام حمدان مستوحى من حياة إمبراطور بافاريا ""لودفيع الثاني"" و علاقته ""لودفيغ"" عمل مسرحي بالموسيقى الألمانى الشهير ""فاغنر""الذي ظل لفترة  طويلة من حيائه راعيه وصديقه. والمسرحية تتالف من خمسة فصول تدور أحداثها في قصر نويشغا نشتاين فى سلكة بفاريا وم عرضطويلة من حيائه راعيه وصديقه. والمسرحية تتالف من خمسة فصول تدور أحداثها في قصر نويشغا نشتاين فى سلكة بفاريا وم",,,أسيد حمدان,أسيد-حمدان,فنون وثقافة, غلاف عادي,
تمارين في التسامح,"مسرحية ""تمارين في التسامح"" هي، تمارين للتعايش والقبول بالآخر أيّاً كان هذا الآخر، ومهما كانت إسناداته الثقافية والنفسية، تمارين تُمارَس وفق روح سق راطية تتعرف فيها الذوات وسياقاتها على ما يجمعها بدل أن تبالغ في الذي يشتتها، فرامبو يتبنى حكايات شهرزاد، وشهرزاد تتعرف على صورها في مغامرات رامبو وأهوائه وصبواته.هي محاولة شجاعة لإصلاح برج بابل وأهله، لتعيش كارمن إلى جانب فرنسواز وفاطمة، والرجل إلى جانب المرأة.إنه عالم تخلقه كلمات وعبارات وصور ""عبد اللطيف اللعبي""، عالم تمتزج فيه كل اللغات، وكل الحساسيات وفق مزيج ذكي بين المحسوس والمجرد، بين المعقول واللامعقول، بين الممكن والمستحيل.وقد وفّرت الترجمة الجيّدة للأستاذة ""الزهرة رميج"" إنتقالاً لطيفاً لهذا النص إلى اللغة العربية. عرضراطية تتعرف فيها الذوات وسياقاتها على ما يجمعها بدل أن تبالغ في الذي يشتتها، فرامبو يتبنى حكايات شهرزاد، وشهرزاد تتعرف على صورها في مغامرات رامبو وأهوائه وصبواته.هي محاولة شجاعة لإصلاح برج بابل وأهله، لتعيش كارمن إلى جانب فرنسواز وفاطمة، والرجل إلى جانب المرأة.إنه عالم تخلقه كلمات وعبارات وصور ""عبد اللطيف اللعبي""، عالم تمتزج فيه كل اللغات، وكل الحساسيات وفق مزيج ذكي بين المحسوس والمجرد، بين المعقول واللامعقول، بين الممكن والمستحيل.وقد وفّرت الترجمة الجيّدة للأستاذة ""الزهرة رميج"" إنتقالاً لطيفاً لهذا النص إلى اللغة العربية.",,,عبد اللطيف اللعبي,عبد-اللطيف-اللعبي,فنون وثقافة, غلاف عادي,
روميو وجولييت مسرحية في خمسة فصول,None,,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف ورقي,
الإسكافية العجيبة,None,,,فيدريكو لوركا,فيدريكو-لوركا,فنون وثقافة, غلاف عادي,
الاسكندر المقدوني,None,,,تيرانس راتيجان,تيرانس-راتيجان,فنون وثقافة, غلاف عادي,
الفرجة بين المسرح والأنثروبولجيا,None,,,مجموعة مؤلفين,مجموعة-مؤلفين,فنون وثقافة, غلاف فني,
مسرحيات زياد الرحباني,None,,,زياد الرحباني,زياد-الرحباني,فنون وثقافة, غلاف عادي,
المسرح في الخليج بين الواقع والمستقبل,None,,,مجموعة مؤلفين,مجموعة-مؤلفين,فنون وثقافة, غلاف عادي,
نهارات الليالي الألف,None,,,عبد الخالق الركابي,عبد-الخالق-الركابي,فنون وثقافة, غلاف عادي,
أسس نظريات فن التمثيل,None,,,عقيل مهدي يوسف,عقيل-مهدي-يوسف,فنون وثقافة, غلاف ورقي,
فزاعات نيئة,None,,,صالح زمانان,صالح-زمانان,فنون وثقافة, غلاف كرتوني,
الجسد الآدمي والمخلوق المسرحي,كتاب يناقش بشكل مركز وعنيد الجسد المسرحي كمخلوق له مركبات وتقنيات تستمد قوتها وتفاعلها من الجسد البشري لأنها جزء لا يتجزأ منه .  عرض,,,راضي شحادة,راضي-شحادة,فنون وثقافة, غلاف عادي,
سهرة الأمثال، LA SOIREE DES PROVERBES,None,,,جورج شحاده,جورج-شحاده,فنون وثقافة, غلاف ورقي,
روؤس الآخرين,None,,,مارسيل ايميه,مارسيل-ايميه,فنون وثقافة, غلاف عادي,
في المسرح السويدي المعاصر-افكار وآراء نقدية,None,,,فاضل الجاف,فاضل-الجاف,فنون وثقافة, غلاف عادي,
القبعة النبي,None,,,غسان كتفاني,غسان-كتفاني,فنون وثقافة, غلاف ورقي,
حلم ليلة صيف,"تعبر مسرحية ""حلم ليلة صيف"" بجدارة عن طقوس عيد أول مايو الذي اقترن في ذلك الوقت باحتفالات الجن العامرة بالحب والجمال والبهجة، ولعله من الجدير بنا أ ن نتقبل عالم الجن عند شكسبير تماماً كما صوره، ذلك أنه يمثل العالم الوحيد الممكن، برغم ما يثيره الجن من مشكلات عرضن نتقبل عالم الجن عند شكسبير تماماً كما صوره، ذلك أنه يمثل العالم الوحيد الممكن، برغم ما يثيره الجن من مشكلات",,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف عادي,
المسرح وإشكالية الجمهور,None,,,مجموعة مؤلفين,مجموعة-مؤلفين,فنون وثقافة, غلاف كرتوني,
جسر القمر,"من شمولية النص المسرحي الرحباني، غير المنحصر تحديداً في زمان تقديمه، وغير المنتهي فنياً في مكان تقديمه، ومن جمال النص الرحباني، شعراً، وحواراً، وت ماسكاً مشهدياً، وشخصيات خالدة، ولأجل أن يبقى هذا النص متوفراً للأجيال المقبلة، فلا يبقى محصوراً في الشريط السمعي أو البصري، ولأجل أن يتركز بين دفتين هذا النص الرحباني (عارياً من اللحن والصوت) فيستعاد تراثنا أدبياً وشعرياً لبنانياً كلاسيكياً، ولأجل أن تكون لنا، من هذا النص المسرحي الرحباني، ذاكرة لبنانية ناصعة، هو لأجل الذاكرة الجمالية في التراث اللبناني، كان إقدامنا على نشر هذه الأعمال المسرحية الكاملة، فتكون في مكتباتنا علامة على لبنان الحقيقي، لبنان القيم، والإبداع والتراث العالي ما عادت ممكنة دراسته، بعد اليوم، من دون المرور بنتاج الوطن الذي بات (في هذا الفن الشعري والموسيقي بالذات) موسوماً بـ""لبنان الرحباني"". عرضماسكاً مشهدياً، وشخصيات خالدة، ولأجل أن يبقى هذا النص متوفراً للأجيال المقبلة، فلا يبقى محصوراً في الشريط السمعي أو البصري، ولأجل أن يتركز بين دفتين هذا النص الرحباني (عارياً من اللحن والصوت) فيستعاد تراثنا أدبياً وشعرياً لبنانياً كلاسيكياً، ولأجل أن تكون لنا، من هذا النص المسرحي الرحباني، ذاكرة لبنانية ناصعة، هو لأجل الذاكرة الجمالية في التراث اللبناني، كان إقدامنا على نشر هذه الأعمال المسرحية الكاملة، فتكون في مكتباتنا علامة على لبنان الحقيقي، لبنان القيم، والإبداع والتراث العالي ما عادت ممكنة دراسته، بعد اليوم، من دون المرور بنتاج الوطن الذي بات (في هذا الفن الشعري والموسيقي بالذات) موسوماً بـ""لبنان الرحباني"".",,,الأخوين رحباني,الأخوين-رحباني,فنون وثقافة, غلاف عادي,
الجاحظ تفرج وحكى-هرجة للمسرح والسينما والتلفزيون,None,,,فاروق سعد,فاروق-سعد,فنون وثقافة, غلاف كرتوني,
قاموس المسرح,هذا القاموس يسلط الضوء على عشرات المسرحيات العالمية وعلى عشرات المؤلفين المسرحيين. وقد اعتمد المترجم، لدى إعداد هذا العمل، أكثر من مرجع أولها موسو عة الدراما التي وضعها غاسنر وكون ونعني بها The Reader`s Encyclopedia of World Drama Casner and Quinn. وكذلك كتاب الأدب المعاصر للعالم الغربي الذي وضعه دونالد هنري دلينثيل دونز (Contemporary Literature of the Western World,,,جون غاسنر,جون-غاسنر,فنون وثقافة, غلاف عادي,
الملك أوديب,None,,,توفيق الحكيم,توفيق-الحكيم,فنون وثقافة, غلاف عادي,
يوليوس قيصر مسرحية في خمسة فصول,None,,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف عادي,
بالنسبة لبكرا شو,None,,,زياد الرحباني,زياد-الرحباني,فنون وثقافة, غلاف ورقي,
حمام بغدادي,None,,,جواد الاسدي,جواد-الاسدي,فنون وثقافة, غلاف كرتوني,
حكاية الإسوارة,None,,,الأخوين رحباني,الأخوين-رحباني,فنون وثقافة, غلاف ورقي,
حوش بديعة,"لعبة المسرح لا تنفك شروط بنائها عن شروط بناء اللحظة التاريخية قد نتخفى وراء الترميز ونتحايل بأساليب التورية والسخرية، لا لنهرب، ولكن الكشف من ز وايا جديدة ومختلفة عن جوانب وآليات واقع مايزال في حاجة إلي المزيد من الكشف .مسرحية ""حوش بديعه"" للكاتب أنور عب عرضوايا جديدة ومختلفة عن جوانب وآليات واقع مايزال في حاجة إلي المزيد من الكشف .مسرحية ""حوش بديعه"" للكاتب أنور عب",,,أنور عبدالمغيث,أنور-عبدالمغيث,فنون وثقافة, غلاف كرتوني,
صح النوم,None,,,الأخوين رحباني,الأخوين-رحباني,فنون وثقافة, غلاف ورقي,
الإسكندر الأكبر,None,,,سلطان القاسمي,سلطان-القاسمي,فنون وثقافة, غلاف عادي,
الخاصية المنفردة في الخطاب المسرحي,None,,,إبراهيم عبد الله غلوم,إبراهيم-عبد-الله-غلوم,فنون وثقافة, غلاف عادي,
كتابة التكريس والتغيير في المسرح المغربي,None,,,ع. بن زيدان,ع-بن-زيدان,فنون وثقافة, غلاف ورقي,
المدخل إلى المأساة التراجيديا والفلسفة المأسوية,None,,,أنطوان معلوف,أنطوان-معلوف,فنون وثقافة, غلاف عادي,
عندما تبكي فرح,سأنحت، لقد قررت، لا بد أن أخلد هذا الألم، لاشيء يستحق الخلود هذه الأيام سوى ذلك الألم، لا شيء يفيض في الحياة هذه الأيام سوى ذلك القلب الهش، ذلك ال إحساس اللعين بالخوف، بالحنين، بالتعب، بالرغبة بالموت، لا يمكن للأيام القادمة أن تعاش إلا بتخليد هذا الألم، و عرضإحساس اللعين بالخوف، بالحنين، بالتعب، بالرغبة بالموت، لا يمكن للأيام القادمة أن تعاش إلا بتخليد هذا الألم، و,,,مضر الحجي,مضر-الحجي,فنون وثقافة, غلاف كرتوني,
بياع الخواتم,None,,,الأخوين رحباني,الأخوين-رحباني,فنون وثقافة, غلاف كرتوني,
الهوية الثقافية لمسرح ما بعد الكولونيالية,ان الثقافة الانسانية ثقافة واحدة في تصورها للوجود الانساني عبر التحولات التاريخية التى شهدتها الذات الانسانية فمن ثقافة لابد ان تعتمد على اناناجها الذاتي المتاني من مكنوناتها الاساسية . عرضالذاتي المتاني من مكنوناتها الاساسية .,,,عامر الربيعي,عامر-الربيعي,فنون وثقافة, غلاف ورقي,
عثليا,None,,,جان رسين,جان-رسين,فنون وثقافة, غلاف ورقي,
درامية الأقنعة في مسرح الدكتور سلطان القاسمي,None,,,ميثاء الشامسي,ميثاء-الشامسي,فنون وثقافة, غلاف عادي,
الرفيق سجعان,None,,,جلال خوري,جلال-خوري,فنون وثقافة, غلاف ورقي,
اليهود في مسرح علي أحمد باكثير,يتناول اليهود وقضية فلسطين في مسرحيات الكاتب علي أحمد باكثير، ويرى المؤلف أن باكثير كان أول من تناول هذه القضية في المسرح وفي الأدب العربي، وأنه ت ناول هذه القضية في كثير من مسرحياته بطرق مباشرة وغير مباشرة. فمن المسرحيات التي تعرضت لليهود والقضية الفلسط عرضناول هذه القضية في كثير من مسرحياته بطرق مباشرة وغير مباشرة. فمن المسرحيات التي تعرضت لليهود والقضية الفلسط,,,عبد الحكيم الزبيدي,عبد-الحكيم-الزبيدي,فنون وثقافة, غلاف عادي,
جماليات المكان في العرض المسرحي المعاصر,None,,,كريم رشيد,كريم-رشيد,فنون وثقافة, غلاف عادي,
تأثير ألف ليلة وليلة على المسرح,None,,,محمد عبد الرحمن وآخرون,محمد-عبد-الرحمن-وآخرون,فنون وثقافة, غلاف ورقي,
في مديح الحب الأول,تتناول الرواية تفاصيل حياة بطلها الهارب من تهديد بالموت من قتلة مجهولين، يجد نفسه فى مواجهة حبيبته الأولى الهاربة من زوجها، إن تكتشف أنه وجه من وج وه الفساد والجريمة، بل هو أحد القتلة الذين يطاردون حبيها الأول. وعلى خيون، قاص وروائى عراقى، له تسع روايات، عرضوه الفساد والجريمة، بل هو أحد القتلة الذين يطاردون حبيها الأول. وعلى خيون، قاص وروائى عراقى، له تسع روايات،,,,علي خيون,علي-خيون,فنون وثقافة, غلاف ورقي,
دون جوان,None,,,موليير,موليير,فنون وثقافة, غلاف ورقي,
مشرح وطني,None,,,فرقة زقاق,فرقة-زقاق,فنون وثقافة, غلاف عادي,
10 مسرحيات من يوسف العاني,None,,,يوسف العاني,يوسف-العاني,فنون وثقافة, غلاف ورقي,
عندما بكت الجمال,هذا نص يتناول معضلة تهديد الهوية الوطنية. الأفاعلي، كمعادل موضوعي لعمليات الزحف البشري الهائل بجامع أنها (تزحف) و(تبدل ثوبها) و(تنفث سمومها)، تواج ه الجمال الباكية، متفجعة على مصيرها الأسود. عرضه الجمال الباكية، متفجعة على مصيرها الأسود.,,,عاطف الفراية,عاطف-الفراية,فنون وثقافة, غلاف كرتوني,
الشخص,None,,,الأخوين رحباني,الأخوين-رحباني,فنون وثقافة, غلاف عادي,
نبتة حب عراقية,None,,,سعدون شفيق سعيد,سعدون-شفيق-سعيد,فنون وثقافة, غلاف عادي,
إعداد الممثل,None,,,قسطنطين ستانسلافسكي,قسطنطين-ستانسلافسكي,فنون وثقافة, غلاف عادي,
تقاسيم على العنبر,None,,,جواد الأسدي,جواد-الأسدي,فنون وثقافة, غلاف ورقي,
المرأة في المسرح الخليجي,سلسلة أبحاث وتجارب هي مجموعة إصدارات فكرية دورية تعتى بأبحاث المسرح وتجاربه الجديدة العملية والتجريبية  عرض,,,مجموعة من المؤلفين,مجموعة-من-المؤلفين,فنون وثقافة, غلاف ورقي,
الفلاحة المغربية خلال فترة الحماية الفرنسية,اعتمدت أغلب الدراسات الصادرة باللغة العربیة، على قلتھا، التي تصدت لواقع الفلاحة المغربیة خلال المرحلة الاستعماریة، على دراسات وأرشیفات فرنسیة، وكا ن لھذا العمل قصب السبق في الانفتاح على الدراسات الأنكلوسكسونیة المھتمة بالموضوع، واستثماراھا بما ضمن لھ جدیة وجودة، وإضافة الجدید في إطار التراكم. فأعمال وایل سورینجین وشارل ستوارت وألبیر وترستون، مكنت من تقدیم ما یشبھ القراءة النقدیة من الخارج لتجربة فرنسا الفلاحیة في المغرب. یكفي أن نستحضر، في ھذا الباب، حدیث وایل سویرنجین عن قیام ستة بعثات من المعمرین والتقنیین الفرنسیین بعد الأزمة الاقتصادیة العالمیة لسنة 1929 ، بزیارة لكالیفورنیا بحثا عن ما أسماه نفس الباحث الأمریكي بوصفة علاجیة لفلاحة كولونیالیة في حالة احتضار . كما مكنت البیبلیوغرافیا المتنوعة المعتمدة في ھذا الكتاب، من النزوع نحو المقارنة والطموح إلى التركیب، فما كل الأراضي المغربیة استفادت من مشروع التحدیث والعصرنة المروج لھ كولونیالیا، وما كانت الأقطار المغاربیة الثلاث على نفس الدرجة في تأثرھا بالمشاریع الفلاحیة الفرنسیة بھا. الطیب بیاض. عرضن لھذا العمل قصب السبق في الانفتاح على الدراسات الأنكلوسكسونیة المھتمة بالموضوع، واستثماراھا بما ضمن لھ جدیة وجودة، وإضافة الجدید في إطار التراكم. فأعمال وایل سورینجین وشارل ستوارت وألبیر وترستون، مكنت من تقدیم ما یشبھ القراءة النقدیة من الخارج لتجربة فرنسا الفلاحیة في المغرب. یكفي أن نستحضر، في ھذا الباب، حدیث وایل سویرنجین عن قیام ستة بعثات من المعمرین والتقنیین الفرنسیین بعد الأزمة الاقتصادیة العالمیة لسنة 1929 ، بزیارة لكالیفورنیا بحثا عن ما أسماه نفس الباحث الأمریكي بوصفة علاجیة لفلاحة كولونیالیة في حالة احتضار . كما مكنت البیبلیوغرافیا المتنوعة المعتمدة في ھذا الكتاب، من النزوع نحو المقارنة والطموح إلى التركیب، فما كل الأراضي المغربیة استفادت من مشروع التحدیث والعصرنة المروج لھ كولونیالیا، وما كانت الأقطار المغاربیة الثلاث على نفس الدرجة في تأثرھا بالمشاریع الفلاحیة الفرنسیة بھا. الطیب بیاض.,,,مريم وردة,مريم-وردة,فنون وثقافة, غلاف عادي,
فرمان,None,,,ناديا تويني,ناديا-تويني,فنون وثقافة, غلاف عادي,
العين بالعين مسرحية في خمسة فصول,None,,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف عادي,
مسرح داريوفو,None,,,قاسم بياتلي,قاسم-بياتلي,فنون وثقافة, غلاف عادي,
المسرح المغربي بين أسئلة الكتابة الإبداعية والممارسة النقدية,None,,,محمد فراح,محمد-فراح,فنون وثقافة, غلاف عادي,
أحلام مهشمة,None,,,ناصرة السعدون,ناصرة-السعدون,فنون وثقافة, غلاف ورقي,
الواقعية وتطبيقاتها في المسرح العراقي,None,,,د. شذس سالم,د-شذس-سالم,فنون وثقافة, غلاف ورقي,
الماندراغولا حشيشة الإنجاب,مؤلّف مسرحيّة «الماندراغولا» هو نيكولا مكيافيلّي الذي اشتهر في العالم كلّه بكتاب «الأمير»، جليس حكّام العالم منذ قديم الزمان، ودستور الكثيرين منهم ، بل ومن غيرهم من المتسلّطين ومحبّي العلّو والفساد في الأرض. كتب مكيافيلّي مسرحيّة «الماندراغولا» بين عامي 1 عرض، بل ومن غيرهم من المتسلّطين ومحبّي العلّو والفساد في الأرض. كتب مكيافيلّي مسرحيّة «الماندراغولا» بين عامي 1,,,نيقولا ميكافيلي,نيقولا-ميكافيلي,فنون وثقافة, غلاف ورقي,
صورة المرأة في الكتابات المسرحية في دولة الإمارات العربية المتحدة,None,,,عبد الإله عبد القادر,عبد-الإله-عبد-القادر,فنون وثقافة, غلاف عادي,
الأعمال المسرحية - آمنة الربيع,إن زمن السرد يبدأ بالحكاية من هنا، الخشبة الرئيسة، حزم ضوئية متداخلة على جدار الخلفية، التي يتجسد عليها حوض ماء تسبح فيه ثلاث نساء عاريات، ويخضن ف يما بينهم صراعاً غريباً، تحاول الأولى الإمساك برأس مهيار، وتحاول الثانية أن تلقمه ثديها، بينما يبدو راس المرأة الثالثة أكبر حجماً من جسدها، لذلك تحاول جاهدى تقبيله في عنقه، أما مهيار فيحاول التهرب منهن والركض بعيداً فيسحبنه بشعورهن، ويغرقنه في الحوض، فيتصاعد منه دخان ملون مع أصوات متتابعة لفقاعات الماء، مهيار يجلس متكوراً وهو يرتدي عبارة الملك كأنه يتخيل أو يسترجع الصورة التي كانت على جدار الخلفية. إن محاولة المرأة الثالثة تجعله يخاف ويرجف ويصرخ، تدخل فلوة، التي كانت تراقبه من بعيد خلسة، وكأنها تعلم ما يمر به. عرضيما بينهم صراعاً غريباً، تحاول الأولى الإمساك برأس مهيار، وتحاول الثانية أن تلقمه ثديها، بينما يبدو راس المرأة الثالثة أكبر حجماً من جسدها، لذلك تحاول جاهدى تقبيله في عنقه، أما مهيار فيحاول التهرب منهن والركض بعيداً فيسحبنه بشعورهن، ويغرقنه في الحوض، فيتصاعد منه دخان ملون مع أصوات متتابعة لفقاعات الماء، مهيار يجلس متكوراً وهو يرتدي عبارة الملك كأنه يتخيل أو يسترجع الصورة التي كانت على جدار الخلفية. إن محاولة المرأة الثالثة تجعله يخاف ويرجف ويصرخ، تدخل فلوة، التي كانت تراقبه من بعيد خلسة، وكأنها تعلم ما يمر به.,,,آمنة الربيع,آمنة-الربيع,فنون وثقافة, غلاف ورقي,
